from_stop_id,to_stop_id,transfer_type,min_transfer_time
25461,47552,0,
47553,25462,0,
25462,47553,0,
14598,25463,0,
25463,14598,0,
43347,25468,0,
25468,43347,0,
43353,25471,0,
25471,43353,0,
43354,25472,0,
25472,43354,0,
43348,25473,0,
25473,43348,0,
14487,25474,0,
25474,14487,0,
14487,26264,0,
26264,14487,0,
14487,26266,0,
26266,14487,0,
14487,26267,0,
26267,14487,0,
14487,26268,0,
26268,14487,0,
14487,26350,0,
26350,14487,0,
14487,27464,0,
27464,14487,0,
14487,27474,0,
27474,14487,0,
14487,27551,0,
27551,14487,0,
14487,27643,0,
27643,14487,0,
14487,27663,0,
27663,14487,0,
14487,27746,0,
27746,14487,0,
14487,27791,0,
27791,14487,0,
14487,27792,0,
27792,14487,0,
25474,26264,0,
26264,25474,0,
25474,26266,0,
26266,25474,0,
25474,26267,0,
26267,25474,0,
25474,26268,0,
26268,25474,0,
25474,26350,0,
26350,25474,0,
25474,27464,0,
27464,25474,0,
25474,27474,0,
27474,25474,0,
25474,27551,0,
27551,25474,0,
25474,27643,0,
27643,25474,0,
25474,27663,0,
27663,25474,0,
25474,27746,0,
27746,25474,0,
25474,27791,0,
27791,25474,0,
25474,27792,0,
27792,25474,0,
26264,26266,0,
26266,26264,0,
26264,26267,0,
26267,26264,0,
26264,26268,0,
26268,26264,0,
26264,26350,0,
26350,26264,0,
26264,27464,0,
27464,26264,0,
26264,27474,0,
27474,26264,0,
26264,27551,0,
27551,26264,0,
26264,27643,0,
27643,26264,0,
26264,27663,0,
27663,26264,0,
26264,27746,0,
27746,26264,0,
26264,27791,0,
27791,26264,0,
26264,27792,0,
27792,26264,0,
26266,26267,0,
26267,26266,0,
26266,26268,0,
26268,26266,0,
26266,26350,0,
26350,26266,0,
26266,27464,0,
27464,26266,0,
26266,27474,0,
27474,26266,0,
26266,27551,0,
27551,26266,0,
26266,27643,0,
27643,26266,0,
26266,27663,0,
27663,26266,0,
26266,27746,0,
27746,26266,0,
26266,27791,0,
27791,26266,0,
26266,27792,0,
27792,26266,0,
26267,26268,0,
26268,26267,0,
26267,26350,0,
26350,26267,0,
26267,27464,0,
27464,26267,0,
26267,27474,0,
27474,26267,0,
26267,27551,0,
27551,26267,0,
26267,27643,0,
27643,26267,0,
26267,27663,0,
27663,26267,0,
26267,27746,0,
27746,26267,0,
26267,27791,0,
27791,26267,0,
26267,27792,0,
27792,26267,0,
26268,26350,0,
26350,26268,0,
26268,27464,0,
27464,26268,0,
26268,27474,0,
27474,26268,0,
26268,27551,0,
27551,26268,0,
26268,27643,0,
27643,26268,0,
26268,27663,0,
27663,26268,0,
26268,27746,0,
27746,26268,0,
26268,27791,0,
27791,26268,0,
26268,27792,0,
27792,26268,0,
26350,27464,0,
27464,26350,0,
26350,27474,0,
27474,26350,0,
26350,27551,0,
27551,26350,0,
26350,27643,0,
27643,26350,0,
26350,27663,0,
27663,26350,0,
26350,27746,0,
27746,26350,0,
26350,27791,0,
27791,26350,0,
26350,27792,0,
27792,26350,0,
27464,27474,0,
27474,27464,0,
27464,27551,0,
27551,27464,0,
27464,27643,0,
27643,27464,0,
27464,27663,0,
27663,27464,0,
27464,27746,0,
27746,27464,0,
27464,27791,0,
27791,27464,0,
27464,27792,0,
27792,27464,0,
27474,27551,0,
27551,27474,0,
27474,27643,0,
27643,27474,0,
27474,27663,0,
27663,27474,0,
27474,27746,0,
27746,27474,0,
27474,27791,0,
27791,27474,0,
27474,27792,0,
27792,27474,0,
27551,27643,0,
27643,27551,0,
27551,27663,0,
27663,27551,0,
27551,27746,0,
27746,27551,0,
27551,27791,0,
27791,27551,0,
27551,27792,0,
27792,27551,0,
27643,27663,0,
27663,27643,0,
27643,27746,0,
27746,27643,0,
27643,27791,0,
27791,27643,0,
27643,27792,0,
27792,27643,0,
27663,27746,0,
27746,27663,0,
27663,27791,0,
