from_stop_id,to_stop_id,transfer_type,min_transfer_time
30456,30460,0,
30460,30456,0,
30457,30458,0,
30458,30457,0,
30457,30460,0,
30460,30457,0,
30458,30460,0,
30460,30458,0,
14497,26199,0,
26199,14497,0,
14497,26228,0,
26228,14497,0,
14497,26243,0,
26243,14497,0,
14497,26245,0,
26245,14497,0,
14497,26246,0,
26246,14497,0,
14497,26247,0,
26247,14497,0,
14497,26294,0,
26294,14497,0,
14497,26295,0,
26295,14497,0,
14497,27473,0,
27473,14497,0,
14497,27475,0,
27475,14497,0,
14497,27485,0,
27485,14497,0,
14497,27486,0,
27486,14497,0,
14497,27487,0,
27487,14497,0,
14497,27585,0,
27585,14497,0,
14497,27602,0,
27602,14497,0,
14497,27620,0,
27620,14497,0,
14497,27638,0,
27638,14497,0,
14497,27639,0,
27639,14497,0,
14497,27641,0,
27641,14497,0,
14497,35556,0,
35556,14497,0,
14497,91003,0,
91003,14497,0,
26199,26228,0,
26228,26199,0,
26199,26243,0,
26243,26199,0,
26199,26245,0,
26245,26199,0,
26199,26246,0,
26246,26199,0,
26199,26247,0,
26247,26199,0,
26199,26294,0,
26294,26199,0,
26199,26295,0,
26295,26199,0,
26199,27473,0,
27473,26199,0,
26199,27475,0,
27475,26199,0,
26199,27485,0,
27485,26199,0,
26199,27486,0,
27486,26199,0,
26199,27487,0,
27487,26199,0,
26199,27585,0,
27585,26199,0,
26199,27602,0,
27602,26199,0,
26199,27620,0,
27620,26199,0,
26199,27638,0,
27638,26199,0,
26199,27639,0,
27639,26199,0,
26199,27641,0,
27641,26199,0,
26199,35556,0,
35556,26199,0,
26199,91003,0,
91003,26199,0,
26228,26243,0,
26243,26228,0,
26228,26245,0,
26245,26228,0,
26228,26246,0,
26246,26228,0,
26228,26247,0,
26247,26228,0,
26228,26294,0,
26294,26228,0,
26228,26295,0,
26295,26228,0,
26228,27473,0,
27473,26228,0,
26228,27475,0,
27475,26228,0,
26228,27485,0,
27485,26228,0,
26228,27486,0,
27486,26228,0,
26228,27487,0,
27487,26228,0,
26228,27585,0,
27585,26228,0,
26228,27602,0,
27602,26228,0,
26228,27620,0,
27620,26228,0,
26228,27638,0,
27638,26228,0,
26228,27639,0,
27639,26228,0,
26228,27641,0,
27641,26228,0,
26228,35556,0,
35556,26228,0,
26228,91003,0,
91003,26228,0,
26243,26245,0,
26245,26243,0,
26243,26246,0,
26246,26243,0,
26243,26247,0,
26247,26243,0,
26243,26294,0,
26294,26243,0,
26243,26295,0,
26295,26243,0,
26243,27473,0,
27473,26243,0,
26243,27475,0,
27475,26243,0,
26243,27485,0,
27485,26243,0,
26243,27486,0,
27486,26243,0,
26243,27487,0,
27487,26243,0,
26243,27585,0,
27585,26243,0,
26243,27602,0,
27602,26243,0,
26243,27620,0,
27620,26243,0,
26243,27638,0,
27638,26243,0,
26243,27639,0,
27639,26243,0,
26243,27641,0,
27641,26243,0,
26243,35556,0,
35556,26243,0,
26243,91003,0,
91003,26243,0,
26245,26246,0,
26246,26245,0,
26245,26247,0,
26247,26245,0,
26245,26294,0,
26294,26245,0,
26245,26295,0,
26295,26245,0,
26245,27473,0,
27473,26245,0,
26245,27475,0,
27475,26245,0,
26245,27485,0,
27485,26245,0,
26245,27486,0,
27486,26245,0,
26245,27487,0,
27487,26245,0,
26245,27585,0,
27585,26245,0,
26245,27602,0,
27602,26245,0,
26245,27620,0,
27620,26245,0,
26245,27638,0,
27638,26245,0,
26245,27639,0,
27639,26245,0,
26245,27641,0,
27641,26245,0,
26245,35556,0,
35556,26245,0,
26245,91003,0,
91003,26245,0,
26246,26247,0,
26247,26246,0,
26246,26294,0,
26294,26246,0,
26246,26295,0,
26295,26246,0,
26246,27473,0,
27473,26246,0,
26246,27475,0,
27475,26246,0,
26246,27485,0,
27485,26246,0,
26246,27486,0,
27486,26246,0,
26246,27487,0,
27487,26246,0,
26246,27585,0,
27585,26246,0,
26246,27602,0,
27602,26246,0,
26246,27620,0,
27620,26246,0,
26246,27638,0,
27638,26246,0,
26246,27639,0,
27639,26246,0,
26246,27641,0,
27641,26246,0,
26246,35556,0,
35556,26246,0,
26246,91003,0,
91003,26246,0,
26247,26294,0,
26294,26247,0,
26247,26295,0,
26295,26247,0,
26247,27473,0,
27473,26247,0,
26247,27475,0,
27475,26247,0,
26247,27485,0,
27485,26247,0,
26247,27486,0,
27486,26247,0,
26247,27487,0,
27487,26247,0,
26247,27585,0,
27585,26247,0,
26247,27602,0,
27602,26247,0,
26247,27620,0,
27620,26247,0,
26247,27638,0,
27638,26247,0,
26247,27639,0,
27639,26247,0,
26247,27641,0,
27641,26247,0,
26247,35556,0,
35556,26247,0,
26247,91003,0,
91003,26247,0,
26294,26295,0,
26295,26294,0,
26294,27473,0,
27473,26294,0,
26294,27475,0,
27475,26294,0,
26294,27485,0,
27485,26294,0,
26294,27486,0,
27486,26294,0,
26294,27487,0,
27487,26294,0,
26294,27585,0,
27585,26294,0,
26294,27602,0,
27602,26294,0,
26294,27620,0,
27620,26294,0,
26294,27638,0,
27638,26294,0,
26294,27639,0,
27639,26294,0,
26294,27641,0,
27641,26294,0,
26294,35556,0,
35556,26294,0,
26294,91003,0,
91003,26294,0,
26295,27473,0,
27473,26295,0,
26295,27475,0,
27475,26295,0,
26295,27485,0,
27485,26295,0,
26295,27486,0,
27486,26295,0,
26295,27487,0,
27487,26295,0,
26295,27585,0,
27585,26295,0,
26295,27602,0,
27602,26295,0,
26295,27620,0,
27620,26295,0,
26295,27638,0,
27638,26295,0,
26295,27639,0,
27639,26295,0,
26295,27641,0,
27641,26295,0,
26295,35556,0,
35556,26295,0,
26295,91003,0,
91003,26295,0,
27473,27475,0,
27475,27473,0,
27473,27485,0,
27485,27473,0,
27473,27486,0,
27486,27473,0,
27473,27487,0,
27487,27473,0,
27473,27585,0,
27585,27473,0,
27473,27602,0,
27602,27473,0,
27473,27620,0,
27620,27473,0,
27473,27638,0,
27638,27473,0,
27473,27639,0,
27639,27473,0,
27473,27641,0,
27641,27473,0,
27473,35556,0,
35556,27473,0,
27473,91003,0,
91003,27473,0,
27475,27485,0,
27485,27475,0,
27475,27486,0,
27486,27475,0,
27475,27487,0,
27487,27475,0,
27475,27585,0,
27585,27475,0,
27475,27602,0,
27602,27475,0,
27475,27620,0,
27620,27475,0,
27475,27638,0,
27638,27475,0,
27475,27639,0,
27639,27475,0,
27475,27641,0,
27641,27475,0,
27475,35556,0,
35556,27475,0,
27475,91003,0,
91003,27475,0,
27485,27486,0,
27486,27485,0,
27485,27487,0,
27487,27485,0,
27485,27585,0,
27585,27485,0,
27485,27602,0,
27602,27485,0,
27485,27620,0,
27620,27485,0,
27485,27638,0,
27638,27485,0,
27485,27639,0,
27639,27485,0,
27485,27641,0,
27641,27485,0,
27485,35556,0,
35556,27485,0,
27485,91003,0,
91003,27485,0,
27486,27487,0,
27487,27486,0,
27486,27585,0,
27585,27486,0,
27486,27602,0,
27602,27486,0,
27486,27620,0,
27620,27486,0,
27486,27638,0,
27638,27486,0,
27486,27639,0,
27639,27486,0,
27486,27641,0,
27641,27486,0,
27486,35556,0,
35556,27486,0,
27486,91003,0,
91003,27486,0,
27487,27585,0,
27585,27487,0,
27487,27602,0,
27602,27487,0,
27487,27620,0,
27620,27487,0,
27487,27638,0,
27638,27487,0,
27487,27639,0,
27639,27487,0,
27487,27641,0,
27641,27487,0,
27487,35556,0,
35556,27487,0,
27487,91003,0,
91003,27487,0,
27585,27602,0,
27602,27585,0,
27585,27620,0,
27620,27585,0,
27585,27638,0,
27638,27585,0,
27585,27639,0,
27639,27585,0,
27585,27641,0,
27641,27585,0,
27585,35556,0,
35556,27585,0,
27585,91003,0,
91003,27585,0,
27602,27620,0,
27620,27602,0,
27602,27638,0,
27638,27602,0,
27602,27639,0,
27639,27602,0,
27602,27641,0,
27641,27602,0,
27602,35556,0,
35556,27602,0,
27602,91003,0,
91003,27602,0,
27620,27638,0,
27638,27620,0,
27620,27639,0,
27639,27620,0,
27620,27641,0,
27641,27620,0,
27620,35556,0,
35556,27620,0,
27620,91003,0,
91003,27620,0,
27638,27639,0,
27639,27638,0,
27638,27641,0,
27641,27638,0,
27638,35556,0,
35556,27638,0,
27638,91003,0,
91003,27638,0,
27639,27641,0,
27641,27639,0,
27639,35556,0,
35556,27639,0,
27639,91003,0,
91003,27639,0,
27641,35556,0,
35556,27641,0,
27641,91003,0,
91003,27641,0,
35556,91003,0,
91003,35556,0,
14481,26203,0,
26203,14481,0,
14481,26204,0,
26204,14481,0,
14481,32454,0,
32454,14481,0,
14481,32632,0,
32632,14481,0,
14481,32633,0,
32633,14481,0,
14481,32635,0,
32635,14481,0,
26203,26204,0,
26204,26203,0,
26203,32454,0,
32454,26203,0,
26203,32632,0,
32632,26203,0,
26203,32633,0,
32633,26203,0,
26203,32635,0,
32635,26203,0,
26204,32454,0,
32454,26204,0,
26204,32632,0,
32632,26204,0,
26204,32633,0,
32633,26204,0,
26204,32635,0,
32635,26204,0,
32454,32632,0,
32632,32454,0,
32454,32633,0,
32633,32454,0,
32454,32635,0,
32635,32454,0,
32632,32633,0,
32633,32632,0,
32632,32635,0,
32635,32632,0,
32633,32635,0,
32635,32633,0,
14476,26209,0,
26209,14476,0,
14476,26212,0,
26212,14476,0,
14476,26214,0,
26214,14476,0,
14476,26216,0,
26216,14476,0,
26209,26212,0,
26212,26209,0,
26209,26214,0,
26214,26209,0,
26209,26216,0,
26216,26209,0,
26212,26214,0,
26214,26212,0,
26212,26216,0,
26216,26212,0,
26214,26216,0,
26216,26214,0,
14485,26261,0,
26261,14485,0,
14485,26262,0,
26262,14485,0,
14485,27443,0,
27443,14485,0,
14485,27472,0,
27472,14485,0,
14485,27511,0,
27511,14485,0,
14485,27512,0,
27512,14485,0,
14485,29044,0,
29044,14485,0,
14485,29308,0,
29308,14485,0,
14485,29362,0,
29362,14485,0,
26261,26262,0,
26262,26261,0,
26261,27443,0,
27443,26261,0,
26261,27472,0,
27472,26261,0,
26261,27511,0,
27511,26261,0,
26261,27512,0,
27512,26261,0,
26261,29044,0,
29044,26261,0,
26261,29308,0,
29308,26261,0,
26261,29362,0,
29362,26261,0,
26262,27443,0,
27443,26262,0,
26262,27472,0,
27472,26262,0,
26262,27511,0,
27511,26262,0,
26262,27512,0,
27512,26262,0,
26262,29044,0,
29044,26262,0,
26262,29308,0,
29308,26262,0,
26262,29362,0,
29362,26262,0,
27443,27472,0,
27472,27443,0,
27443,27511,0,
27511,27443,0,
27443,27512,0,
27512,27443,0,
27443,29044,0,
29044,27443,0,
27443,29308,0,
29308,27443,0,
27443,29362,0,
29362,27443,0,
27472,27511,0,
27511,27472,0,
27472,27512,0,
27512,27472,0,
27472,29044,0,
29044,27472,0,
27472,29308,0,
29308,27472,0,
27472,29362,0,
29362,27472,0,
27511,27512,0,
27512,27511,0,
27511,29044,0,
29044,27511,0,
27511,29308,0,
29308,27511,0,
27511,29362,0,
29362,27511,0,
27512,29044,0,
29044,27512,0,
27512,29308,0,
29308,27512,0,
27512,29362,0,
29362,27512,0,
29044,29308,0,
29308,29044,0,
29044,29362,0,
29362,29044,0,
29308,29362,0,
29362,29308,0,
14510,26281,0,
26281,14510,0,
14510,32371,0,
32371,14510,0,
14510,33116,0,
33116,14510,0,
14510,33118,0,
33118,14510,0,
14510,33119,0,
33119,14510,0,
14510,33122,0,
33122,14510,0,
14510,33124,0,
33124,14510,0,
14510,33126,0,
33126,14510,0,
14510,33133,0,
33133,14510,0,
14510,33137,0,
33137,14510,0,
14510,33139,0,
33139,14510,0,
14510,33140,0,
33140,14510,0,
26281,32371,0,
32371,26281,0,
26281,33116,0,
33116,26281,0,
26281,33118,0,
33118,26281,0,
26281,33119,0,
33119,26281,0,
26281,33122,0,
33122,26281,0,
26281,33124,0,
33124,26281,0,
26281,33126,0,
33126,26281,0,
26281,33133,0,
33133,26281,0,
26281,33137,0,
33137,26281,0,
26281,33139,0,
33139,26281,0,
26281,33140,0,
33140,26281,0,
32371,33116,0,
33116,32371,0,
32371,33118,0,
33118,32371,0,
32371,33119,0,
33119,32371,0,
32371,33122,0,
33122,32371,0,
32371,33124,0,
33124,32371,0,
32371,33126,0,
33126,32371,0,
32371,33133,0,
33133,32371,0,
32371,33137,0,
33137,32371,0,
32371,33139,0,
33139,32371,0,
32371,33140,0,
33140,32371,0,
33116,33118,0,
33118,33116,0,
33116,33119,0,
33119,33116,0,
33116,33122,0,
33122,33116,0,
33116,33124,0,
33124,33116,0,
33116,33126,0,
33126,33116,0,
33116,33133,0,
33133,33116,0,
33116,33137,0,
33137,33116,0,
33116,33139,0,
33139,33116,0,
33116,33140,0,
33140,33116,0,
33118,33119,0,
33119,33118,0,
33118,33122,0,
33122,33118,0,
33118,33124,0,
33124,33118,0,
33118,33126,0,
33126,33118,0,
33118,33133,0,
33133,33118,0,
33118,33137,0,
33137,33118,0,
33118,33139,0,
33139,33118,0,
33118,33140,0,
33140,33118,0,
33119,33122,0,
33122,33119,0,
33119,33124,0,
33124,33119,0,
33119,33126,0,
33126,33119,0,
33119,33133,0,
33133,33119,0,
33119,33137,0,
33137,33119,0,
33119,33139,0,
33139,33119,0,
33119,33140,0,
33140,33119,0,
33122,33124,0,
33124,33122,0,
33122,33126,0,
33126,33122,0,
33122,33133,0,
33133,33122,0,
33122,33137,0,
33137,33122,0,
33122,33139,0,
33139,33122,0,
33122,33140,0,
33140,33122,0,
33124,33126,0,
33126,33124,0,
33124,33133,0,
33133,33124,0,
33124,33137,0,
33137,33124,0,
33124,33139,0,
33139,33124,0,
33124,33140,0,
33140,33124,0,
33126,33133,0,
33133,33126,0,
33126,33137,0,
33137,33126,0,
33126,33139,0,
33139,33126,0,
33126,33140,0,
33140,33126,0,
33133,33137,0,
33137,33133,0,
33133,33139,0,
33139,33133,0,
33133,33140,0,
33140,33133,0,
33137,33139,0,
33139,33137,0,
33137,33140,0,
33140,33137,0,
33139,33140,0,
33140,33139,0,
14517,27122,0,
27122,14517,0,
14517,30611,0,
30611,14517,0,
14517,30612,0,
30612,14517,0,
14517,30613,0,
30613,14517,0,
14517,30615,0,
30615,14517,0,
14517,30623,0,
30623,14517,0,
27122,30611,0,
30611,27122,0,
27122,30612,0,
30612,27122,0,
27122,30613,0,
30613,27122,0,
27122,30615,0,
30615,27122,0,
27122,30623,0,
30623,27122,0,
30611,30612,0,
30612,30611,0,
30611,30613,0,
30613,30611,0,
30611,30615,0,
30615,30611,0,
30611,30623,0,
30623,30611,0,
30612,30613,0,
30613,30612,0,
30612,30615,0,
30615,30612,0,
30612,30623,0,
30623,30612,0,
30613,30615,0,
30615,30613,0,
30613,30623,0,
30623,30613,0,
30615,30623,0,
30623,30615,0,
14489,27352,0,
27352,14489,0,
14489,27353,0,
27353,14489,0,
14489,27537,0,
27537,14489,0,
14489,27538,0,
27538,14489,0,
14489,30023,0,
30023,14489,0,
14489,30024,0,
30024,14489,0,
14489,30025,0,
30025,14489,0,
14489,30026,0,
30026,14489,0,
14489,30027,0,
30027,14489,0,
14489,30028,0,
30028,14489,0,
14489,30029,0,
30029,14489,0,
14489,30030,0,
30030,14489,0,
14489,30031,0,
30031,14489,0,
14489,30035,0,
30035,14489,0,
14489,30036,0,
30036,14489,0,
14489,30037,0,
30037,14489,0,
14489,30038,0,
30038,14489,0,
14489,30039,0,
30039,14489,0,
27352,27353,0,
27353,27352,0,
27352,27537,0,
27537,27352,0,
27352,27538,0,
27538,27352,0,
27352,30023,0,
30023,27352,0,
27352,30024,0,
30024,27352,0,
27352,30025,0,
30025,27352,0,
27352,30026,0,
30026,27352,0,
27352,30027,0,
30027,27352,0,
27352,30028,0,
30028,27352,0,
27352,30029,0,
30029,27352,0,
27352,30030,0,
30030,27352,0,
27352,30031,0,
30031,27352,0,
27352,30035,0,
30035,27352,0,
27352,30036,0,
30036,27352,0,
27352,30037,0,
30037,27352,0,
27352,30038,0,
30038,27352,0,
27352,30039,0,
30039,27352,0,
27353,27537,0,
27537,27353,0,
27353,27538,0,
27538,27353,0,
27353,30023,0,
30023,27353,0,
27353,30024,0,
30024,27353,0,
27353,30025,0,
30025,27353,0,
27353,30026,0,
30026,27353,0,
27353,30027,0,
30027,27353,0,
27353,30028,0,
30028,27353,0,
27353,30029,0,
30029,27353,0,
27353,30030,0,
30030,27353,0,
27353,30031,0,
30031,27353,0,
27353,30035,0,
30035,27353,0,
27353,30036,0,
30036,27353,0,
27353,30037,0,
30037,27353,0,
27353,30038,0,
30038,27353,0,
27353,30039,0,
30039,27353,0,
27537,27538,0,
27538,27537,0,
27537,30023,0,
30023,27537,0,
27537,30024,0,
30024,27537,0,
27537,30025,0,
30025,27537,0,
27537,30026,0,
30026,27537,0,
27537,30027,0,
30027,27537,0,
27537,30028,0,
30028,27537,0,
27537,30029,0,
30029,27537,0,
27537,30030,0,
30030,27537,0,
27537,30031,0,
30031,27537,0,
27537,30035,0,
30035,27537,0,
27537,30036,0,
30036,27537,0,
27537,30037,0,
30037,27537,0,
27537,30038,0,
30038,27537,0,
27537,30039,0,
30039,27537,0,
27538,30023,0,
30023,27538,0,
27538,30024,0,
30024,27538,0,
27538,30025,0,
30025,27538,0,
27538,30026,0,
30026,27538,0,
27538,30027,0,
30027,27538,0,
27538,30028,0,
30028,27538,0,
27538,30029,0,
30029,27538,0,
27538,30030,0,
30030,27538,0,
27538,30031,0,
30031,27538,0,
27538,30035,0,
30035,27538,0,
27538,30036,0,
30036,27538,0,
27538,30037,0,
30037,27538,0,
27538,30038,0,
30038,27538,0,
27538,30039,0,
30039,27538,0,
30023,30024,0,
30024,30023,0,
30023,30025,0,
30025,30023,0,
30023,30026,0,
30026,30023,0,
30023,30027,0,
30027,30023,0,
30023,30028,0,
30028,30023,0,
30023,30029,0,
30029,30023,0,
30023,30030,0,
30030,30023,0,
30023,30031,0,
30031,30023,0,
30023,30035,0,
30035,30023,0,
30023,30036,0,
30036,30023,0,
30023,30037,0,
30037,30023,0,
30023,30038,0,
30038,30023,0,
30023,30039,0,
30039,30023,0,
30024,30025,0,
30025,30024,0,
30024,30026,0,
30026,30024,0,
30024,30027,0,
30027,30024,0,
30024,30028,0,
30028,30024,0,
30024,30029,0,
30029,30024,0,
30024,30030,0,
30030,30024,0,
30024,30031,0,
30031,30024,0,
30024,30035,0,
30035,30024,0,
30024,30036,0,
30036,30024,0,
30024,30037,0,
30037,30024,0,
30024,30038,0,
30038,30024,0,
30024,30039,0,
30039,30024,0,
30025,30026,0,
30026,30025,0,
30025,30027,0,
30027,30025,0,
30025,30028,0,
30028,30025,0,
30025,30029,0,
30029,30025,0,
30025,30030,0,
30030,30025,0,
30025,30031,0,
30031,30025,0,
30025,30035,0,
30035,30025,0,
30025,30036,0,
30036,30025,0,
30025,30037,0,
30037,30025,0,
30025,30038,0,
30038,30025,0,
30025,30039,0,
30039,30025,0,
30026,30027,0,
30027,30026,0,
30026,30028,0,
30028,30026,0,
30026,30029,0,
30029,30026,0,
30026,30030,0,
30030,30026,0,
30026,30031,0,
30031,30026,0,
30026,30035,0,
30035,30026,0,
30026,30036,0,
30036,30026,0,
30026,30037,0,
30037,30026,0,
30026,30038,0,
30038,30026,0,
30026,30039,0,
30039,30026,0,
30027,30028,0,
30028,30027,0,
30027,30029,0,
30029,30027,0,
30027,30030,0,
30030,30027,0,
30027,30031,0,
30031,30027,0,
30027,30035,0,
30035,30027,0,
30027,30036,0,
30036,30027,0,
30027,30037,0,
30037,30027,0,
30027,30038,0,
30038,30027,0,
30027,30039,0,
30039,30027,0,
30028,30029,0,
30029,30028,0,
30028,30030,0,
30030,30028,0,
30028,30031,0,
30031,30028,0,
30028,30035,0,
30035,30028,0,
30028,30036,0,
30036,30028,0,
30028,30037,0,
30037,30028,0,
30028,30038,0,
30038,30028,0,
30028,30039,0,
30039,30028,0,
30029,30030,0,
30030,30029,0,
30029,30031,0,
30031,30029,0,
30029,30035,0,
30035,30029,0,
30029,30036,0,
30036,30029,0,
30029,30037,0,
30037,30029,0,
30029,30038,0,
30038,30029,0,
30029,30039,0,
30039,30029,0,
30030,30031,0,
30031,30030,0,
30030,30035,0,
30035,30030,0,
30030,30036,0,
30036,30030,0,
30030,30037,0,
30037,30030,0,
30030,30038,0,
30038,30030,0,
30030,30039,0,
30039,30030,0,
30031,30035,0,
30035,30031,0,
30031,30036,0,
30036,30031,0,
30031,30037,0,
30037,30031,0,
30031,30038,0,
30038,30031,0,
30031,30039,0,
30039,30031,0,
30035,30036,0,
30036,30035,0,
30035,30037,0,
30037,30035,0,
30035,30038,0,
30038,30035,0,
30035,30039,0,
30039,30035,0,
30036,30037,0,
30037,30036,0,
30036,30038,0,
30038,30036,0,
30036,30039,0,
30039,30036,0,
30037,30038,0,
30038,30037,0,
30037,30039,0,
30039,30037,0,
30038,30039,0,
30039,30038,0,
43723,27560,0,
27560,43723,0,
14503,28606,0,
28606,14503,0,
14503,28609,0,
28609,14503,0,
14503,28610,0,
28610,14503,0,
14503,28611,0,
28611,14503,0,
14503,30432,0,
30432,14503,0,
14503,30433,0,
30433,14503,0,
14503,30434,0,
30434,14503,0,
14503,30435,0,
30435,14503,0,
14503,30436,0,
30436,14503,0,
14503,30437,0,
30437,14503,0,
14503,30438,0,
30438,14503,0,
14503,30439,0,
30439,14503,0,
28606,28609,0,
28609,28606,0,
28606,28610,0,
28610,28606,0,
28606,28611,0,
28611,28606,0,
28606,30432,0,
30432,28606,0,
28606,30433,0,
30433,28606,0,
28606,30434,0,
30434,28606,0,
28606,30435,0,
30435,28606,0,
28606,30436,0,
30436,28606,0,
28606,30437,0,
30437,28606,0,
28606,30438,0,
30438,28606,0,
28606,30439,0,
30439,28606,0,
28609,28610,0,
28610,28609,0,
28609,28611,0,
28611,28609,0,
28609,30432,0,
30432,28609,0,
28609,30433,0,
30433,28609,0,
28609,30434,0,
30434,28609,0,
28609,30435,0,
30435,28609,0,
28609,30436,0,
30436,28609,0,
28609,30437,0,
30437,28609,0,
28609,30438,0,
30438,28609,0,
28609,30439,0,
30439,28609,0,
28610,28611,0,
28611,28610,0,
28610,30432,0,
30432,28610,0,
28610,30433,0,
30433,28610,0,
28610,30434,0,
30434,28610,0,
28610,30435,0,
30435,28610,0,
28610,30436,0,
30436,28610,0,
28610,30437,0,
30437,28610,0,
28610,30438,0,
30438,28610,0,
28610,30439,0,
30439,28610,0,
28611,30432,0,
30432,28611,0,
28611,30433,0,
30433,28611,0,
28611,30434,0,
30434,28611,0,
28611,30435,0,
30435,28611,0,
28611,30436,0,
30436,28611,0,
28611,30437,0,
30437,28611,0,
28611,30438,0,
30438,28611,0,
28611,30439,0,
30439,28611,0,
30432,30433,0,
30433,30432,0,
30432,30434,0,
30434,30432,0,
30432,30435,0,
30435,30432,0,
30432,30436,0,
30436,30432,0,
30432,30437,0,
30437,30432,0,
30432,30438,0,
30438,30432,0,
30432,30439,0,
30439,30432,0,
30433,30434,0,
30434,30433,0,
30433,30435,0,
30435,30433,0,
30433,30436,0,
30436,30433,0,
30433,30437,0,
30437,30433,0,
30433,30438,0,
30438,30433,0,
30433,30439,0,
30439,30433,0,
30434,30435,0,
30435,30434,0,
30434,30436,0,
30436,30434,0,
30434,30437,0,
30437,30434,0,
30434,30438,0,
30438,30434,0,
30434,30439,0,
30439,30434,0,
30435,30436,0,
30436,30435,0,
30435,30437,0,
30437,30435,0,
30435,30438,0,
30438,30435,0,
30435,30439,0,
30439,30435,0,
30436,30437,0,
30437,30436,0,
30436,30438,0,
30438,30436,0,
30436,30439,0,
30439,30436,0,
30437,30438,0,
30438,30437,0,
30437,30439,0,
30439,30437,0,
30438,30439,0,
30439,30438,0,
92344,29770,0,
29770,92344,0,
49641,29919,0,
29919,49641,0,
14512,31618,0,
31618,14512,0,
14512,31620,0,
31620,14512,0,
14512,31621,0,
31621,14512,0,
14512,31622,0,
31622,14512,0,
14512,31624,0,
31624,14512,0,
14512,31625,0,
31625,14512,0,
14512,31626,0,
31626,14512,0,
14512,31627,0,
31627,14512,0,
14512,31628,0,
31628,14512,0,
14512,31629,0,
31629,14512,0,
14512,31630,0,
31630,14512,0,
14512,31631,0,
31631,14512,0,
14512,31632,0,
31632,14512,0,
14512,31633,0,
31633,14512,0,
31618,31620,0,
31620,31618,0,
31618,31621,0,
31621,31618,0,
31618,31622,0,
31622,31618,0,
31618,31624,0,
31624,31618,0,
31618,31625,0,
31625,31618,0,
31618,31626,0,
31626,31618,0,
31618,31627,0,
31627,31618,0,
31618,31628,0,
31628,31618,0,
31618,31629,0,
31629,31618,0,
31618,31630,0,
31630,31618,0,
31618,31631,0,
31631,31618,0,
31618,31632,0,
31632,31618,0,
31618,31633,0,
31633,31618,0,
31620,31621,0,
31621,31620,0,
31620,31622,0,
31622,31620,0,
31620,31624,0,
31624,31620,0,
31620,31625,0,
31625,31620,0,
31620,31626,0,
31626,31620,0,
31620,31627,0,
31627,31620,0,
31620,31628,0,
31628,31620,0,
31620,31629,0,
31629,31620,0,
31620,31630,0,
31630,31620,0,
31620,31631,0,
31631,31620,0,
31620,31632,0,
31632,31620,0,
31620,31633,0,
31633,31620,0,
31621,31622,0,
31622,31621,0,
31621,31624,0,
31624,31621,0,
31621,31625,0,
31625,31621,0,
31621,31626,0,
31626,31621,0,
31621,31627,0,
31627,31621,0,
31621,31628,0,
31628,31621,0,
31621,31629,0,
31629,31621,0,
31621,31630,0,
31630,31621,0,
31621,31631,0,
31631,31621,0,
31621,31632,0,
31632,31621,0,
31621,31633,0,
31633,31621,0,
31622,31624,0,
31624,31622,0,
31622,31625,0,
31625,31622,0,
31622,31626,0,
31626,31622,0,
31622,31627,0,
31627,31622,0,
31622,31628,0,
31628,31622,0,
31622,31629,0,
31629,31622,0,
31622,31630,0,
31630,31622,0,
31622,31631,0,
31631,31622,0,
31622,31632,0,
31632,31622,0,
31622,31633,0,
31633,31622,0,
31624,31625,0,
31625,31624,0,
31624,31626,0,
31626,31624,0,
31624,31627,0,
31627,31624,0,
31624,31628,0,
31628,31624,0,
31624,31629,0,
31629,31624,0,
31624,31630,0,
31630,31624,0,
31624,31631,0,
31631,31624,0,
31624,31632,0,
31632,31624,0,
31624,31633,0,
31633,31624,0,
31625,31626,0,
31626,31625,0,
31625,31627,0,
31627,31625,0,
31625,31628,0,
31628,31625,0,
31625,31629,0,
31629,31625,0,
31625,31630,0,
31630,31625,0,
31625,31631,0,
31631,31625,0,
31625,31632,0,
31632,31625,0,
31625,31633,0,
31633,31625,0,
31626,31627,0,
31627,31626,0,
31626,31628,0,
31628,31626,0,
31626,31629,0,
31629,31626,0,
31626,31630,0,
31630,31626,0,
31626,31631,0,
31631,31626,0,
31626,31632,0,
31632,31626,0,
31626,31633,0,
31633,31626,0,
31627,31628,0,
31628,31627,0,
31627,31629,0,
31629,31627,0,
31627,31630,0,
31630,31627,0,
31627,31631,0,
31631,31627,0,
31627,31632,0,
31632,31627,0,
31627,31633,0,
31633,31627,0,
31628,31629,0,
31629,31628,0,
31628,31630,0,
31630,31628,0,
31628,31631,0,
31631,31628,0,
31628,31632,0,
31632,31628,0,
31628,31633,0,
31633,31628,0,
31629,31630,0,
31630,31629,0,
31629,31631,0,
31631,31629,0,
31629,31632,0,
31632,31629,0,
31629,31633,0,
31633,31629,0,
31630,31631,0,
31631,31630,0,
31630,31632,0,
31632,31630,0,
31630,31633,0,
31633,31630,0,
31631,31632,0,
31632,31631,0,
31631,31633,0,
31633,31631,0,
31632,31633,0,
31633,31632,0,
41900,49041,0,
49041,41900,0,
87521,87501,0,
87501,87521,0,
47549,87781,0,
87781,47549,0,
88001,87981,0,
87981,88001,0,
88401,88261,0,
88261,88401,0,
88402,88281,0,
88281,88402,0,
89269,89261,0,
89261,89269,0,
89269,89262,0,
89262,89269,0,
89269,89263,0,
89263,89269,0,
