stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
25769,108147,Estação Tubo Teófilo Otoni,Estação Tubo Teófilo Otoni - Centenário 302 - Centenário / Rui Barbosa 303 - Centenário / C. Comprido,-25.457312115745,-49.213038907434,,,0,41848,,
25770,108145,Estação Tubo Cajuru,Estação Tubo Cajuru - Centenário 302 - Centenário / Rui Barbosa 303 - Centenário / C. Comprido,-25.460458700548,-49.211855217316,,,0,41846,,
25780,108058,Estação Tubo Pedro Gusso,Estação Tubo Pedro Gusso - Capão Raso / Portão / Praça Rui Barbosa X11 - Sitio Cercado / C. Raso X20 - Portao / Sitio Cercado 502 - Circular Sul (Horário) 603 - Pinheirinho / Rui Barbosa,-25.495565971686,-49.29443158251,,,0,26103,,
25781,108062,Estação Tubo Santa Regina,Estação Tubo Santa Regina - X11 - Sitio Cercado / C. Raso X20 - Portao / Sitio Cercado 502 - Circular Sul (Horário) 603 - Pinheirinho / Rui Barbosa,-25.503074127223,-49.295924902379,,,0,26090,,
25782,108064,Estação Tubo Ouro Verde,Estação Tubo Ouro Verde - Capão Raso / Portão / Praça Rui Barbosa X11 - Sitio Cercado / C. Raso X20 - Portao/ Sitio Cercado 502 - Circular Sul (Horário) 603 - Pinheirinho / Rui Barbosa,-25.507663079232,-49.295812920153,,,0,26050,,
25783,108123,Estação Tubo Winston Churchill,Estação Tubo Winston Churchill - Sítio Cercado X20 - Potão/Sítio Cercado (Sentido Terminal Sítio Cercado) 602 - Circular Sul (ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.520712670223,-49.295568839132,,,0,41828,,
25784,108127,Estação Tubo Rosa Tortato,Estação Tubo Rosa Tortato - Sitio Cercado X20 - Portão/Sítio Cercado (Sentido Terminal Sítio Cercado) 602 - Circular Sul(ANTI-HORÁRIO)(Sentido Termiinal Sítio Cercado),-25.530848105972,-49.287770316422,,,0,41832,,
25785,108128,Estação Tubo Rosa Tortato,Estação Tubo Rosa Tortato - Pinheirinho X11 - Sitio Cercado / C. Raso X20 - Portao / Sitio Cercado 502 - Circular Sul (Horário),-25.53071498938,-49.287633523762,,,0,41831,,
25786,108129,Estação Tubo Arroio Cercado,Estação Tubo Arroio Cercado - Sítio Cercado X20 - Portão/Sítio Cercado(Sentido Terminal Sítio Cercado) 602 - Circular Sul (ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.534667279096,-49.282751903355,,,0,41833,,
25787,108130,Estação Tubo Arroio Cercado,Estação Tubo Arroio Cercado - Pinheirinho X11 - Sitio Cercado / C. Raso X20 - Portao / Sitio Cercado 502 - Circular Sul,-25.534530536403,-49.282620475113,,,0,41834,,
25788,108132,Estação Tubo Quitandinha,Estação Tubo Quitandinha - Pinheirinho X11 - Sitio Cercado / C. Raso X20 - Portao / Sitio Cercado 502 - Circular Sul (Horário),-25.535704340284,-49.274915829718,,,0,41835,,
25789,108131,Estação Tubo Quitandinha,Estação Tubo Quitandinha - Sitio Cercado X20 - Portão/Sítio Cercado(Sentido Terminal Sítio Cercado) 602 - Circular Sul(ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.535810829139,-49.274466559708,,,0,41776,,
25790,108097,Estação Tubo Coqueiros,Estação Tubo Coqueiros - Sítio Cercado X12 - Especial Boqueirão 502 - Circular Sul (Horário),-25.532470906368,-49.261822626411,,,0,41837,,
25791,108098,Estação Tubo Coqueiros,Estação Tubo Coqueiros - Boqueirão 602 - Circular Sul(ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.532562876501,-49.26178641659,,,0,41836,,
25792,108102,Estação Tubo Euclides da Cunha,Estação Tubo Euclides da Cunha - Boqueirão 602 - Ciruclar Sul(ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.529997367388,-49.250161722719,,,0,41839,,
25793,108101,Estação Tubo Euclides da Cunha,X12 - Especial Boqueirão 502 - Circular Sul (Horário),-25.529811002796,-49.2501858626,,,0,41840,,
25794,108104,Estação Tubo Eucaliptos,Estação Tubo Eucaliptos - Boqueirão 602 - Circular Sul(ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.529054650019,-49.246220216572,,,0,41841,,
25795,108103,Estação Tubo Eucaliptos,X12 - Especial Boqueirão 502 - Circular Sul (Horário),-25.528838029705,-49.245926514685,,,0,41842,,
25796,108106,Estação Tubo Nova Europa,Estação Tubo Nova Europa - Boqueirão 602 - Circular Sul(ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.527780336075,-49.240706935942,,,0,43323,,
25797,108109,Estação Tubo Erton Coelho,X12 - Especial Boqueirão 502 - Circular Sul (Horário),-25.525255871715,-49.231059030115,,,0,43329,,
25798,108110,Estação Tubo Erton Coelho,Estação Tubo Erton Coelho - Boqueirão 602 - Circular Sul(ANTI-HORÁRIO)(Sentido Terminal Sítio Cercado),-25.525441033178,-49.230906144201,,,0,43328,,
25799,108094,Estação Tubo Quartel,Estação Tubo Quartel 503 - Boqueirão (sentido Boqueirão) 502 - Circular Sul (H) (sentido Boqueirão),-25.507286589564,-49.234748408615,,,0,43335,,
25800,108093,Estação Tubo Quartel,Estação Tubo Quartel 503 - Boqueirão (sentido Praça Carlos Gomes) 602 - Circular Sul (AH) (sentido Hauer),-25.506250493174,-49.235135987818,,,0,43333,,
25802,108087,Estação Tubo Passarela,Estação Tubo Passarela 602 - Circular Sul (AH) (sentido Hauer) 503 - Boqueirão (sentido Praça Carlos Gomes,-25.485848104211,-49.245121181427,,,0,43345,,
25806,108081,Estação Tubo Ferrovila,Estação Tubo Ferrovila 503 - Boqueirão (sentido Boqueirão),-25.466699045492,-49.254522994577,,,0,41797,,
25807,108079,Estação Tubo Parolin,Estação Tubo Parolin 503 - Boqueirão (sentido Boqueirão) 550 - Ligeirão Pinheirinho / C. Gomes (sentido Pinheirinho),-25.463042423329,-49.256412610828,,,0,43351,,
25808,108080,Estação Tubo Parolin,Estação Tubo Parolin 503 - Boqueirão (sentido Praça Carlos Gomes) 550 - Ligeirão Pinheirinho / C. Gomes (sentido Praça Carlos Gomes),-25.462976432893,-49.256245643318,,,0,43352,,
25809,108075,Estação Tubo João Viana Seiler,Estação Tubo João Viana Seiler 503 - Boqueirão (sentido Praça Carlos Gomes),-25.454404028117,-49.260474816381,,,0,43355,,
25810,108073,Estação Tubo Conselheiro Dantas,Estação Tubo Conselheiro Dantas 503 - Boqueirão (sentido Boqueirão),-25.452485915124,-49.261508807956,,,0,41786,,
25812,109071,Estação Tubo Vila Guaíra,Estação Tubo Vila Guaíra - Sentido Praça Tiradentes/ Cabral/ CIC X32 - CIC / Capão Raso 210 - CIC / Cabral 607 - Colombo / CIC,-25.471888446609,-49.285734519779,,,0,26064,,
25813,109074,Estação Tubo Westphalen / Getúlio Vargas,Estação Tubo Westphalen / Getúlio Vargas - Sentido Santa Cândida / Terminal Guadalupe X35 - Pinheirinho / Prefeitura X36 - REF. Guadalupe / Fazendinha 507 - Sítio Cercado (HORÁRIO) 700 - Pinheirinho / Cabral 702 - Caiuá / Cachoeira,-25.443506463375,-49.268243834793,,,0,26127,,
25814,109073,Estação Tubo Westphalen / Iguaçu,Estação Tubo Westphalen / Iguaçu - Sentido Pinheirinho / Sitio Cercado / Fazendinha X35 - Pinheirinho / Prefeitura X36 - Ref. Guadalupe / Fazendinha 508 - Sítio Cercado (Anti-Horário) 700 - Pinheirinho / Cabral 702 - Caiuá / Cachoeira,-25.441787999713,-49.268292114555,,,0,26128,,
25816,109033,Estação Tubo Jardim Botânico,Estação Tubo Jardim Botânico - Circulo Militar / Marechal Deodoro / Centenário / Centro Politécnico 305 - Centenário (Sentido Terminal Centenário),-25.444108448367,-49.239838003206,,,0,26082,,
25817,109050,Praça do Expedicionário,Praça do Expedicionário - Marechal Deodoro / Circulo Militar 305 - Centenário (Sentido Centenário),-25.42936090845,-49.258465944815,,,0,26080,,
25818,109049,Praça do Expedicionário,Praça do Expedicionário - Centro Politécnico / Centenário 305 - Centenário (Sentido Terminal Centenário),-25.428830413906,-49.258181630659,,,0,25426,,
25819,109016,Estação Tubo Praça 29 de Março,Estação Tubo Praça 29 de Março - Campo Comprido / Santa Felicidade X30 - Reforço C. Imbuia 304 - Pinhais / C. Comprido 307 - B. Alto / Sta. Felicidade (Sentido Terminal Sta. Felicidade) 902 - Sta. Felicidade L.D.,-25.428269645747,-49.284841447163,,,0,26076,,
25820,109009,Estação Tubo Barigui,Estação Tubo Barigui - Campo Comprido X02 - Reforço Tubo Barigui 304 - Pinhais / C. Comprido,-25.436605966027,-49.317960022974,,,0,41778,,
25821,109077,Estação Tubo Xaxim,Estação Tubo Xaxim - Hauer / Capão Raso 022 - Inter 2 (Horário) 023 - Inter 2 (Anti-Horário),-25.496289845744,-49.270365565109,,,0,26130,,
25822,109005,Estação Tubo Alto Boqueirão,Estação Tubo Alto Boqueirão - Sentido Boqueirão 508 - Sítico Cercado (Anti-Horário) 527 - Pinheirinho / Boqueirão 546 - S. Cercado / Boqueirão,-25.524983707283,-49.247530578661,,,0,41906,,
25823,109006,Estação Tubo Alto Boqueirão,Estação Tubo Alto Boqueirão - Sentido Sítio Cercado 507 - Sítio Cercado (HORÁRIO) 527 - Pinheirinho / Boqueirão 546 - S. Cercado / Boqueirão,-25.524822749335,-49.247543989706,,,0,41905,,
25825,109072,Tubo Vila São Pedro,Tubo Vila São Pedro - Sentido Sítio Cercado / Rui Barbosa 506 - Bairro Novo 520 - Osternack / S. Cercado L.D.,-25.512831380231,-49.279856561708,,,0,41902,,
25827,109007,Estação Tubo Bairro Novo,Estação Tubo Bairro Novo - Sentido Sítio Cercado / Rui Barbosa 506 - Bairro Novo 520 - Osternack / S. Cercado L.D,-25.544572976152,-49.265793739843,,,0,41899,,
25830,109038,Estação Tubo Osternack,Estação Tubo Osternack - 506 - Bairro Novo (Sentido Sítio Cercado) 520 - LD Osternack /S. Cercado (Sentido Sítio Cercado).,-25.553172220646,-49.250931619692,,,0,41897,,
25832,109046,Estação Tubo Mêrces,Estação Tubo Mêrces - Cabral / Santa Felicidade 022 - Inter 2 (Horário) 307 - B. Alto / Sta. Felicidade (Sentido Terminal Sta. Felicidade) 902 - Sta. Felicidade L.D.,-25.422359689289,-49.291559774807,,,0,14432,,
25872,109012,Estação Tubo Centro Cívico - Palácio Iguaçú,Estação Tubo Centro Cívico - Palácio Iguaçú - Sentido Boqueirão / Terminal Guadalupe / Aeroporto / Campina do Siqueira 023 - Inter 2 (Anti-Horário) 206 - Barreirinha / São José 505 - Boqueirão / C. Cívico 702 - Caiuá / Cachoeira,-25.415420483986,-49.267928631252,,,0,14434,,
25873,109011,Estação Tubo Centro Cívico - Assembléia,Estação Tubo Centro Cívico - Assembléia - Sentido Museu Oscar Niemeyer / Cabral / Barreirinha 022 - Inter 2 (HORÁRIO) 206 - Barreirinha / São José 505 - Boqueirão / C. Cívico 702 - Caiuá / Cachoeira,-25.415626406879,-49.266380996651,,,0,14560,,
25875,109013,Estação Tubo Centro Médico Comunitário,Estação Tubo Centro Médico Comunitário - Sentido Sítio Cercado / Rui Barbosa 506 - Bairro Novo 520 - Osternack / S. Cercado L.D 524 - Bairro Novo B/C,-25.547611276957,-49.260192380071,,,0,41898,,
25876,null,Estação Centro Médico Comunitário,,-25.547883522374,-49.260390863538,,,1,,,
25877,108162,Estação Tubo Hospital Cajuru,Estação Tubo Hospital Cajuru - Rui Barbosa / Campo Comprido 302 - Centenário / Rui Barbosa 303 - centenário / C. Comprido,-25.437027959344,-49.243685491076,,,0,26042,,
25878,108161,Estação Tubo Hospital Cajuru,Estação Tubo Hospital Cajuru - Pinhais / Centenário 302 - Centenário / Rui Barbosa 303 - Centenário / C. Comprido,-25.437130902377,-49.243700245225,,,0,26043,,
25879,109076,Estação Tubo Xapinhal,Estação Tubo Xapinhal - Sentido Pinheirinho / Capão Raso) 507 - Sítio Cercado (HORÁRIO) 527 - Pinheirinho / Boqueirão 610 - S. Cercado / C. Raso,-25.535641637299,-49.284699865867,,,0,41907,,
25880,109075,Estação Tubo Xapinhal,Estação Tubo Xapinhal - Sentido Sítio Cercado / Boqueirão 508 - Sítio Cercado (Anti-Horário) 527 - Pinheirinho / Boqueirão 610 - S. Cercado / C. Raso,-25.535847354429,-49.284780332137,,,0,41908,,
25881,109057,Estação Tubo Prefeitura,Estação Tubo Prefeitura -Sentido Assembléia / Museu Oscar Niemeyer / Barreirinha X35 - Pinheirinho / Prefeitura 505 - Boqueirão / C. Cívico 702 - Caiuá / Cachoeira 469 - Centro Politécnico,-25.417899341803,-49.268459708637,,,0,14562,,
25883,109058,Estação Tubo Prefeitura,Estação Tubo Prefeitura -Sentido Boqueirão / Aeroporto X35 - Pinheirinho / Prefeitura 505 - Boqueirão / C. Cívico 702 - Caiuá / Cachoeira 469 - Centro Politécnico,-25.417850890302,-49.268689037508,,,0,14564,,
25885,108082,Estação Tubo Ferrovila,Estação Tubo Ferrovila 503 - Boqueirão (sentido Praça Carlos Gomes),-25.466638897352,-49.254349678764,,,0,41798,,
25886,108076,Estação Tubo João Viana Seiler,Estação Tubo João Viana Seiler 503 - Boqueirão (sentido Boqueirão),-25.455437896862,-49.260086253295,,,0,43356,,
25888,109029,Terminal Guadalupe - 256 - Barreirinha / Guadalupe - 505 - Boqueirão / Centro Cívico,Estação Tubo Terminal Guadalupe 206 - Barreirinha / São José 505 - Boqueirão / C.Cívico (Sentido Boqueirão),-25.433066059432,-49.265153436428,,,0,41857,,
25891,109054,Estação Tubo Nestor de Castro - 304 - Pinhais / Campo Comprido,Nestor de Castro 304 - Pinhais / Campo Comprido (Sentido Campo Comprido),-25.428275309955,-49.272069961971,,,0,41860,,
25892,109055,Estação Tubo Nestor de Castro - 307 - Bairro Alto/ Santa Felicidade,Nestor de Castro - 307 - Bairro Alto/ Santa Felicidade (Sentido Terminal Sta. Felicidade) 902 - LD Sta. Felicidade (Sentido Santa Felicidade).,-25.428361303918,-49.27237305159,,,0,41864,,
25893,109056,Estação Tubo Nestor de Castro - 210 - CIC/Cabral,Estação Tubo Nestor de Castro - 210 - CIC/Cabral 601 - CIC / Tiradentes (Sentido CIC) 607 - Colombo / CIC (Sentido CIC),-25.428518757493,-49.272823662704,,,0,41919,,
25894,109051,Praça Tiradentes - 210 - CIC / CABRAL,Tubo Praça Tiradentes 210 - CIC / CABRAL (Sentido Terminal Cabral) 607 - Colombo / CIC,-25.429397071406,-49.272323430723,,,0,41920,,
25895,109045,Estação Tubo Praça da Bandeira - Inter 2 (Horário ),Estação Tubo Praça da Bandeira - Cabral 022 - Inter 2 (Horário),-25.416557505903,-49.279266356006,,,0,41855,,
25896,109053,Praça Tiradentes - 307- Bairro Alto / Santa Felicidade,Praça Tiradentes - 307- Bairro Alto / Santa Felicidade (Sentido Bairro Alto). 307 - B. Alto / Sta. Felicidade (Sentido Terminal Bairro Alto) 902 - Sta. Felicidade L.D.,-25.429243252498,-49.271788330025,,,0,41865,,
25897,109069,Estação Tubo Teffé - 023-Inter 2 (Anti-Horário),Estação Tubo Teffé 023-Inter 2 (Anti-Horário) (Sentido Campina do Siqueira),-25.414534616689,-49.279617725387,,,0,41856,,
25899,109062,Estação Tubo Praça Rui Barbosa - 506 - Bairro Novo,Estação Tubo Praça Rui Barbosa - 506-Bairro Novo (Sentido Bairro Novo). 506 - Bairro Novo 520 - Osternack / S. Cercado L.D.,-25.436156431226,-49.271179955612,,,0,41904,,
25900,109063,Estação Tubo Praça Rui Barbosa - 210 - CIC / Cabral,Estação Tubo Praça Rui Barbosa 210 - CIC / Cabral (Sentido CIC) 607 - Colombo / CIC (Sentido CIC),-25.436484639904,-49.271032434116,,,0,41921,,
25904,108171,Praça Rui Barbosa - (Embarque) Pinhais / Rui Barbosa - Centenário / Rui Barbosa,Praça Rui Barbosa - Pinhais / Centenário 302 - Centenário / Rui Barbosa,-25.436513706313,-49.274033826003,,,0,,,
25906,108215,Praça Carlos Gomes - 550-Ligeirão Pinheirinho / C. Gomes,Praça Carlos Gomes - 550 - Ligeirão Pinheirinho / C. Gomes (sentido Pinheirinho),-25.433994591577,-49.269173663269,,,0,41764,,
25909,109026,Terminal Guadalupe - 508 - Sítio Cercado (Anti-Horário),Estação Tubo Terminal Guadalupe 508 - Sítio Cercado (Anti-Horário) (Sentido Pinheirinho),-25.432266115351,-49.265560727726,,,0,41910,,
25911,109027,Terminal Guadalupe - 507 - Sítio Cercado (Horário),Estação Tubo Terminal Guadalupe 507 - Sítio Cercado (Horário) (Sentido Boqueirão),-25.43249623228,-49.265448074947,,,0,41909,,
25912,108096,Estação Tubo Antônio de Paula,Estação Tubo Antônio de Paula 503 - Boqueirão (sentido Boqueirão) 502 - Circular Sul (H) (sentido Boqueirão),-25.512537136858,-49.23218524457,,,0,43341,,
25914,109031,"Estação Tubo Guadalupe -256-Barreirinha / Guadalupe, 505-Boqueirão/C.Cívico, 508-Sítio Cercado",Estação Tubo Guadalupe - Sentido Centro Cívico / Barreirinha 505 - Boqueirão / C.Cívico (Sentido Centro Cívico) 508 - Sítio Cercado (Anti-Horário) (Sentido Terminal Guadalupe) 206 - Barreirinha / São José,-25.432066276608,-49.264155250202,,,0,26027,,
25915,109060,Estação Tubo Rodoferroviária,Estação Tubo Rodoferroviária - Sentido Aeroporto / Pinhais/ PUC 304 - Pinhais / C. Comprido,-25.435397800008,-49.260840039859,,,0,26029,,
25916,109061,Estação Tubo Rodoferroviária,Estação Tubo Rodoferroviária - Sentido Centro Cívico / Campo Comprido 304 - Pinhais / C. Comprido,-25.435356622213,-49.260860156427,,,0,26029,,
25917,109018,Estação Tubo Circulo Militar,Estação Tubo Circulo Militar - Sentido Centro Cívico / Museu Oscar Niemeyer/ Barreirinha 206 - Barreirinha / São José 505 - Boqueirão / C. Cívico,-25.426994816036,-49.264729242931,,,0,,,
25918,109019,Estação Tubo Circulo Militar,Estação Tubo Circulo Militar - Sentido Pinheirinho / Centro Politécnico 469 - Centro Politécnico 700 - Pinheirinho / Cabral,-25.427393362505,-49.264734607349,,,0,,,
25919,109020,Estação Tubo Círculo Militar,Estação Tubo Circulo Militar - Sentido Terminal Guadalupe/ Aeroporto/ Boqueirão 206 - Barreirinha / São José 505 - Boqueirão / C. Cívico,-25.427237118653,-49.264801662574,,,0,,,
25920,109068,Estação Tubo Sete de Setembro,Estação Tubo Sete de Setembro - Sentido Praça Tiradentes / Cabral X32 - CIC / Capão Raso 210 - CIC / Cabral 607 - Colombo / CIC,-25.440314255936,-49.271795462059,,,0,41911,,
25924,108049,Estação Tubo Carlos Dietzsch,Estação Tubo Carlos Dietzsch - Santa Cândida / Praça Rui Barbosa 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso 603 - Pinheirinho / Rui Barbosa X11 - Sitio Cercado / C. Raso,-25.472848913506,-49.294349362898,,,0,26114,,
25925,108047,Estação Tubo Morretes,Estação Tubo Morretes - Santa Cândida / Praça Rui Barbosa 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso 603 - Pinheirinho / Rui Barbosa X11 - SitIo Cercado / C. Raso,-25.46667036609,-49.292333682824,,,0,26117,,
26009,108045,Estação Tubo Vital Brasil,Estação Tubo Vital Brasil - Santa Cândida / Praça Rui Barbosa 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso 603 - Pinheirinho / Rui Barbosa X11 - Sitio Cercado - C. Raso,-25.463814425717,-49.290870537806,,,0,26123,,
26010,108041,Estação Tubo Dom Pedro l,Estação Tubo Dom Pedro l - Santa Cândida / Praça Rui Barbosa 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso 603 - Pinheirinho / Rui Barbosa X11 - Sitio Cercado / C. Raso,-25.455506512608,-49.288209115911,,,0,26097,,
26011,null,Estação Tubo Rodoferroviária,Rodoferroviária - Sentido Rui Barbosa / Campo Comprido,-25.435634230275,-49.2566111471,,,1,,,
26015,108019,Estação Tubo Maria Clara,Estação Tubo Maria Clara - Cabral / Santa Cândida 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso,-25.418876163377,-49.263979078478,,,0,41822,,
26016,109147,Estação Tubo Constantino Marochi,Estação Tubo Constantino Marochi - Cabral / Santa Cândida 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso,-25.415155061624,-49.260541827625,,,0,41821,,
26017,108013,Estação Tubo Bom Jesus,Estação Tubo Bom Jesus - Cabral / Santa Cândida 202 - Cabral / C. Raso 203 - STA. Candida / C. Raso,-25.409287309813,-49.255050004667,,,0,41817,,
26019,108010,Estação Tubo Holanda,Estação Tubo Holanda - Capão Raso 202 - Cabral / C. Raso 203 - Sta. Candida / C. Raso,-25.399555354092,-49.246224370986,,,0,41771,,
26020,108008,Estação Tubo Gago Coutinho,Estação Tubo Gago Coutinho - Capão Raso 202 - Cabral / C. Raso 203 - Sta. Candida / C. Raso,-25.396518311125,-49.243371084002,,,0,41770,,
26021,108208,Estação Tubo Santa Bernadethe,Estação Tubo Santa Bernadethe 550 - Ligeirão Pinheirinho / C. Gomes (sentido Pinheirinho) 616 - Portão / Sta Bernadete / L. Verde (sentido Portão) 350 - Atuba / Pinheirinho,-25.485113611665,-49.26698181147,,,0,47547,,
26022,108004,Estação Tubo Fernando de Noronha,Estação Tubo Fernando de Noronha - Capão Raso 203 - Sta. Candida / C. Raso,-25.385134371048,-49.232854477791,,,0,41811,,
26025,108210,Estação Tubo Fanny,Estação Tubo Fanny 550 - Ligeirão Pinheirinho / C. Gomes (sentido Pinheirinho) 616 - Portão / Sta Bernadete / L.Verde (sentido Portão) 621- Fanny (sentido Hauer) 350 - Atuba / Pinheirinho,-25.474845554019,-49.258702129474,,,0,47567,,
26026,108209,Estação Tubo Fanny.,Estação Tubo Fanny 550 - Ligeirão Pinheirinho / C. Gomes 616 - Portão / Sta Bernadete / L.Verde (sentido Portão) 621 - Fanny (sentido Capão Raso) 350 - Atuba / Pinheirinho,-25.474973889693,-49.258533150306,,,0,14594,,
26027,null,"Estação Tubo Guadalupe -256-Barreirinha / Guadalupe, 505-Boqueirão/C.Cívico, 508-Sítio Cercado",,-25.432108283319,-49.264145375437,,,1,,,
26028,108213,Estação Tubo UTFPR,Estação Tubo UTFPR 550 - Ligeirão Pinheirinho / C. Gomes,-25.439078856746,-49.26810326864,,,0,43357,,
26029,null,Estação Tubo Rodoferroviária,Estação Tubo Rodoferroviária (Linha Direta).,-25.435392862369,-49.260863692707,,,1,,,
26030,108168,Estação Tubo Mariano Torres,Estação Tubo Mariano Torres - Pinhais / Centenário 302 - Centenário / Rui Barbosa 303 - Centenário / C. Comprido,-25.435735612068,-49.260801584596,,,0,26032,,
26031,null,Estação Tubo Mariano Torres,Estação Tubo Mariano Torres - Rui Barbosa / Campo Comprido,-25.435648406616,-49.260776520914,,,1,,,
26032,null,Estação Tubo Mariano Torres,Estação Tubo Mariano Torres - Pinhais / Centenário,-25.435741661964,-49.26081675405,,,1,,,
26033,null,Estaçâo Tubo PUC,Estaçâo Tubo PUC.,-25.453389890017,-49.252650888325,,,1,,,
26034,null,Estação Tubo Rodoferroviária,Estação Tubo Rodoferroviária - Pinhais / Centenário,-25.435718650911,-49.257553846783,,,1,,,
26035,108206,Estação Tubo Xaxim,657 - Xaxim / C. Raso (Sentido Xaxim) 350 - Atuba / Pinheirinho 550 / Ligeirão Pinheirinho / C. Gomes 629 - Alto Boqueirão 707 - Tatuquara / Centro (Sentido Centro),-25.496640338232,-49.27637118136,,,0,14586,,
26036,108205,Estação Tubo Xaxim,657 - Xaxim / C. Raso (Sentido Capão Raso) 550 - Ligeirão Pinheirinho / C. Gomes (Sentido Praça Carlos Gomes) 350 - Atuba / Pinheirinho 629 - Alto Boqueirão (Sentido Termiinal Capão Raso) 707 - Tatuquara / Centro (Sentido T. Tatuquara),-25.496691179013,-49.276145875802,,,0,14586,,
26037,null,Estação Tubo Salgado Filho,Estação Tubo Salgado Filho - Sentido Aeroporto / Centro Cívico,-25.471734290739,-49.237478357183,,,1,,,
26038,108164,Estação Tubo Viaduto Capanema,Estação Tubo Viaduto Capanema - Rui Barbosa / Campo Comprido 302 - Centenário / Rui Barbosa 303 - Centenário / C. Comprido,-25.435546730475,-49.250568710107,,,0,26039,,
26039,null,Estação Tubo Viaduto Capanema,,-25.435545822175,-49.250566692299,,,1,,,
26040,null,Estação Tubo Viaduto Capanema,,-25.435635444276,-49.250574738926,,,1,,,
26041,109039,Estação Tubo Paiol,Estação Tubo Paiol - Sentido Sítio Cercado / Boqueirão / Aeroporto / Fazenda Rio Grande 505 - Boqueirão / C. Cívico 507 - Sítio Cercado (HORÁRIO) 518 - Puc / Rodoferroviária 206 - Barreirinha / São José,-25.448161149017,-49.258066825944,,,0,14555,,
26042,null,Estação Tubo Hospital Cajuru,,-25.437027000503,-49.243666709608,,,1,,,
26043,null,Estação Tubo Hospital Cajuru,,-25.437127521349,-49.243697555012,,,1,,,
26044,null,Estação Tubo UTFPR,Estação Tubo UTFPR - Boqueirão,-25.438860257617,-49.26820452203,,,1,,,
26046,null,Estação Tubo Ouro Verde,,-25.508493081024,-49.295878590292,,,1,,,
26047,108159,Estação Tubo Jardim Botânico,Estação Tubo Jardim Botânico - Pinhais / Centenário 302 - Centenário / Rui Barbosa 303 - Centenário / C. Comprido,-25.438177333104,-49.238731363135,,,0,26048,,
26048,null,Estação Tubo Jardim Botânico,,-25.438187223956,-49.238716692871,,,1,,,
26049,null,Estação Tubo Jardim Botânico,,-25.438119403268,-49.238640249914,,,1,,,
26050,null,Estação Tubo Ouro Verde,,-25.507668223364,-49.295806170648,,,1,,,
26051,null,Estação Tubo Almirante Gonçalves,Estação Tubo Almirante Gonçalves - Praça Carlos Gomes,-25.447478575874,-49.26381575753,,,1,,,
26052,null,Estação Tubo Almirante Gonçalves,Estação Tubo Almirante Gonçalves - Boqueirão / Pinheirinho,-25.448493381162,-49.263417449491,,,1,,,
26054,null,Estação Tubo Urbano Lopes,,-25.440753482271,-49.236593724436,,,1,,,
26055,null,Estação Tubo Urbano Lopes,,-25.440814035134,-49.236675531811,,,1,,,
26057,null,Estação Tubo Del. Amazor Prestes,,-25.441711424994,-49.230753214306,,,1,,,
26058,null,Estação Tubo Del. Amazor Prestes,,-25.441817997165,-49.230731756634,,,1,,,
26060,108088,Estação Tubo Passarela,Estação Tubo Passarela 502 - Circular Sul (H) (sentido Boqueirão) 503 - Boqueirão (sentido Boqueirão),-25.48696732168,-49.244694039642,,,0,43346,,
26062,null,Estação Tubo Profª. Maria Aguiar Teixeira,,-25.438826674276,-49.226365120358,,,1,,,
26063,108083,Estação Tubo Roberto Hauer,503 - Boqueirão (sentido Boqueirão) 502 - Circular Sul (H) (sentido Boqueirão),-25.473354043681,-49.25133409788,,,0,43350,,
26064,null,Estação tubo Vila Guaira,Estação tubo Vila Guaira.,-25.471860263975,-49.285697207114,,,1,,,
26075,null,Estação Tubo 29 de Março,,-25.428454684182,-49.2848731917,,,1,,,
26076,null,Estação Tubo 29 de Março,,-25.428202758229,-49.284867827282,,,1,,,
26080,null,Estação Tubo Praça do Expedicionário,Estação Tubo Praça do Expedicionário.,-25.429362587506,-49.258449257291,,,1,,,
26081,null,Estação Tubo Praça das Nações,Estação Tubo Praça das Nações.,-25.425965201948,-49.242339909948,,,1,,,
26082,null,Estação Tubo Jardim Botânico,Estação Tubo Jardim Botânico.,-25.444114503487,-49.239806038139,,,1,,,
26083,null,Estação Tubo Circulo Militar,Estação Tubo Circulo Militar.,-25.426983354181,-49.264765334127,,,1,,,
26084,null,Estação Tubo Circulo Militar,Estação Tubo Circulo Militar. (Tibagi),-25.427251028197,-49.264790815113,,,1,,,
26085,null,Estação Tubo Circulo Militar,Estação Tubo Circulo Militar.,-25.427400629656,-49.264733147619,,,1,,,
